SAP Linkage No,Sales Order No,Sales Order Item No,Model,P/O  No.,"Customer's
P/O No.","End user
Country
Code",Qty,"Estimated
FOB","YHQ
Sales
Date",Remarks,MS Code,"Acknowledgment
Ex-Uenohara","Qty
Ex-Uenohara",YMG's Note
1006549580000030,2007705424,000030,F9913QJ,4509441417,4509441417,IN,16,2021/09/24,,,F9913QJ,,,-
1006488791000090,2007647811,000090,F9900TY,4509367681,4509367681,IN,21,2021/09/02,2021/08/25,,F9900TY,,,-
1006491660000010,2007651957,000010,F9342NJ,4509373735,4509373735,IN,600,2021/09/03,2021/09/01,,F9342NJ,,,-
1006491660000020,2007651957,000020,F9900RE,4509373735,4509373735,IN,1000,2021/09/14,2021/09/10,,F9900RE,,,-
1006488791000010,2007647811,000010,G9303NC,4509367681,4509367681,IN,1000,2021/09/27,,,G9303NC,,,-
1006491660000040,2007651957,000040,F9270BJ,4509373735,4509373735,IN,1000,2021/09/13,2021/09/08,,F9270BJ,,,-
1006488791000030,2007647811,000030,F9920BQ,4509367681,4509367681,IN,180,2021/09/27,,,F9920BQ,,,-
1006491660000060,2007651957,000060,F9340WX,4509373735,4509373735,IN,10,2021/09/16,2021/09/10,,F9340WX,,,-
1006491660000070,2007651957,000070,F9340XX,4509373735,4509373735,IN,168,2021/09/03,2021/09/01,,F9340XX,,,-
1006488791000070,2007647811,000070,F9920BN,4509367681,4509367681,IN,180,2021/09/27,,,F9920BN,,,-
1006491660000100,2007651957,000090,F9341JS,4509373735,4509373735,IN,1000,2021/09/21,2021/09/08,,F9341JS,,,-
1006491660000110,2007651957,000100,F9341JW,4509373735,4509373735,IN,2000,2021/09/21,2021/09/08,,F9341JW,2021/09/11,,4509381671-00010
1006505319000010,2007661673,000010,F9275ZZ,4509387027,4509387027,IN,50,2021/09/27,,,F9275ZZ,,,-
1006505319000020,2007661673,000020,F9920VS,4509387027,4509387027,IN,90,2021/09/27,,,F9920VS,,,-
1006491660000140,2007651957,000130,F9900RJ,4509373735,4509373735,IN,4000,2021/09/08,2021/08/27,,F9900RJ,2021/09/02,,4509376531-00010
1006519846000050,2007687487,000040,F9275ED,4509419352,4509419352,IN,50,2021/09/28,,,F9275ED,,,-
1006491660000180,2007651957,000150,F9913RV,4509373735,4509373735,IN,16,2021/09/03,2021/09/01,,F9913RV,,,-
1006491660000190,2007651957,000160,F9940WJ,4509373735,4509373735,IN,100,2021/09/03,2021/09/01,,F9940WJ,2021/09/05,,4509381726-00010
1006491660000200,2007651957,000170,C2001EC-11,4509373735,4509373735,IN,2,2021/09/02,2021/09/01,,C2001EC-11,,,-
1006510747000080,2007667025,000080,F9900AC,4509393736,4509393736,IN,1200,2021/09/29,,,F9900AC,,,-
1006510747000100,2007667025,000100,F9900GD,4509393736,4509393736,IN,100,2021/09/29,,,F9900GD,,,-
1006510747000150,2007667025,000150,F9920LV,4509393736,4509393736,IN,240,2021/09/29,,,F9920LV,,,-
1006532433000080,2007689514,000070,F9275ED,4509420240,4509420240,IN,50,2021/09/29,,,F9275ED,,,-
1006496848000010,2007654411,000010,F9900RS,4509377427,4509377427,IN,1000,2021/09/30,,,F9900RS,,,-
1006496848000020,2007654411,000020,F9921AH,4509377427,4509377427,IN,36,2021/09/30,,,F9921AH,,,-
1006538355000010,2007694675,000010,F9275ED,4509427940,4509427940,IN,50,2021/09/30,,,F9275ED,,,-
1006549580000040,2007705424,000040,Y9501WL,4509441417,4509441417,IN,20000,2021/09/30,,,Y9501WL,,,4509442238-00010
1006505234000020,2007661648,000020,F9340XX,4509386739,4509386739,IN,1000,2021/10/01,,,F9340XX,,,-
1006505234000050,2007661648,000050,D0117XL-A,4509386739,4509386739,IN,1500,2021/10/01,,,D0117XL-A,,,-
1006410416000030,2007570113,000030,F9913RW,4509278529,4509278529,IN,16,2021/10/04,,,F9913RW,,,-
1006501489000040,2007658335,000010,F9921AH,4509382861,4509382861,IN,36,2021/10/04,,,F9921AH,,,-
1006501489000140,2007658335,000110,F9900TM,4509382861,4509382861,IN,96,2021/09/24,2021/09/10,,F9900TM,,,-
1006501489000150,2007658335,000120,F9900TM,4509382861,4509382861,IN,96,2021/09/10,2021/09/08,,F9900TM,,,-
1006501489000050,2007658335,000020,F9921AH,4509382861,4509382861,IN,36,2021/10/04,,,F9921AH,,,-
1006501489000060,2007658335,000030,F9921AH,4509382861,4509382861,IN,36,2021/10/04,,,F9921AH,,,-
1006501489000070,2007658335,000040,F9921AH,4509382861,4509382861,IN,36,2021/10/04,,,F9921AH,,,-
1006501489000080,2007658335,000050,F9921AH,4509382861,4509382861,IN,36,2021/10/04,,,F9921AH,,,-
1006501489000090,2007658335,000060,F9921AH,4509382861,4509382861,IN,36,2021/10/04,,,F9921AH,,,-
1006501489000100,2007658335,000070,F9921AH,4509382861,4509382861,IN,36,2021/10/04,,,F9921AH,,,-
1006501489000110,2007658335,000080,F9921AH,4509382861,4509382861,IN,36,2021/10/04,,,F9921AH,,,-
1006501489000120,2007658335,000090,F9921AH,4509382861,4509382861,IN,36,2021/10/04,,,F9921AH,,,-
1006532433000020,2007689514,000010,F9900RR,4509420240,4509420240,IN,500,2021/10/04,,,F9900RR,,,-
1006532433000090,2007689514,000080,F9920TP,4509420240,4509420240,IN,180,2021/10/04,,,F9920TP,,,-
1006532433000220,2007689514,000210,F9270BJ,4509420240,4509420240,IN,1000,2021/10/04,,,F9270BJ,,,-
1006505319000060,2007661673,000060,F9913QJ,4509387027,4509387027,IN,16,2021/09/10,2021/08/27,,F9913QJ,,,-
1006532433000240,2007689514,000230,F9920VP,4509420240,4509420240,IN,90,2021/10/04,,,F9920VP,,,-
1006532433000250,2007689514,000240,F9920VP,4509420240,4509420240,IN,90,2021/10/04,,,F9920VP,,,-
1006508745000010,2007664969,000010,F9300AF,4509391333,4509391333,IN,1400,2021/09/10,2021/09/01,,F9300AF,,,-
1006508745000020,2007664969,000020,F9913RV,4509391333,4509391333,IN,32,2021/09/16,2021/09/10,,F9913RV,,,-
1006550917000090,2007706762,000090,F9900GC,4509443363,4509443363,IN,12000,2021/10/04,,,F9900GC,,,4509447800-00010
1006555513000030,2007711642,000030,F9900TE,4509449294,4509449294,IN,125,2021/10/04,,,F9900TE,,,-
1006505319000050,2007661673,000050,F9920BQ,4509387027,4509387027,IN,180,2021/10/05,,,F9920BQ,,,-
1006519846000060,2007687487,000050,F9275EF,4509419352,4509419352,IN,50,2021/10/05,,,F9275EF,,,-
1006519846000070,2007687487,000060,F9275EG,4509419352,4509419352,IN,50,2021/10/05,,,F9275EG,,,-
1006538355000040,2007694675,000040,Y9400ET,4509427940,4509427940,IN,200,2021/10/05,,,Y9400ET,,,-
1006538355000240,2007694675,000240,F9920TP,4509427940,4509427940,IN,180,2021/10/05,,,F9920TP,,,-
1006538355000250,2007694675,000250,F9920TP,4509427940,4509427940,IN,180,2021/10/05,,,F9920TP,,,-
1006538355000360,2007694675,000360,F9900AS,4509427940,4509427940,IN,200,2021/10/05,,,F9900AS,,,-
1006510747000090,2007667025,000090,F9900BC,4509393736,4509393736,IN,1200,2021/09/10,2021/09/01,,F9900BC,,,-
1006538355000370,2007694675,000370,F9913QG,4509427940,4509427940,IN,288,2021/10/05,,,F9913QG,,,-
1006510747000110,2007667025,000110,F9900RG,4509393736,4509393736,IN,6000,2021/09/15,2021/09/08,,F9900RG,,,-
1006510747000120,2007667025,000120,F9910LE,4509393736,4509393736,IN,5000,2021/09/21,2021/09/10,,F9910LE,2021/09/12,,4509397441-00010
1006510747000130,2007667025,000130,F9913SA,4509393736,4509393736,IN,24,2021/09/13,2021/09/03,,F9913SA,,,-
1006538355000380,2007694675,000380,F9913QG,4509427940,4509427940,IN,288,2021/10/05,,,F9913QG,,,-
1006565451000020,2007722253,000020,F9913QG,4509461935,4509461935,IN,240,2021/10/05,,,F9913QG,,,-
1006419619000060,2007578856,000060,F9900AA,4509288954,4509288954,IN,1000,2021/10/06,,,F9900AA,,,-
1006507028000010,2007663335,000010,F9920LU,4509388926,4509388926,IN,240,2021/10/06,,,F9920LU,,,-
1006523013000010,2007678273,000010,F9913WG,4509408358,4509408358,IN,16,2021/10/06,,,F9913WG,,,-
1006523013000020,2007678273,000020,F9913WG,4509408358,4509408358,IN,16,2021/10/06,,,F9913WG,,,-
1006523013000030,2007678273,000030,F9913WG,4509408358,4509408358,IN,16,2021/10/06,,,F9913WG,,,-
1006519846000020,2007687487,000020,F9900RR,4509419352,4509419352,IN,500,2021/09/17,2021/09/10,,F9900RR,,,-
1006519846000030,2007687487,000130,F9920LU,4509419352,4509419352,IN,60,2021/09/17,2021/09/10,,F9920LU,,,-
1006523013000040,2007678273,000040,F9913WG,4509408358,4509408358,IN,16,2021/10/06,,,F9913WG,,,-
1006523013000050,2007678273,000050,F9913WG,4509408358,4509408358,IN,16,2021/10/06,,,F9913WG,,,-
1006523013000060,2007678273,000060,F9913WG,4509408358,4509408358,IN,16,2021/10/06,,,F9913WG,,,-
1006532433000060,2007689514,000050,F9275EG,4509420240,4509420240,IN,50,2021/10/06,,,F9275EG,,,-
1006532433000070,2007689514,000060,F9275EF,4509420240,4509420240,IN,50,2021/10/06,,,F9275EF,,,-
1006510747000030,2007667025,000030,F9340SB,4509393736,4509393736,IN,700,2021/10/07,,,F9340SB,,,-
1006510747000140,2007667025,000140,F9920BN,4509393736,4509393736,IN,180,2021/10/07,,,F9920BN,,,-
1006510747000170,2007667025,000170,G9303NC,4509393736,4509393736,IN,1000,2021/10/07,,,G9303NC,,,-
1006519846000120,2007687487,000110,F9913QJ,4509419352,4509419352,IN,16,2021/09/17,2021/09/08,,F9913QJ,,,-
1006538355000020,2007694675,000020,F9275EF,4509427940,4509427940,IN,50,2021/10/07,,,F9275EF,,,-
1006538355000030,2007694675,000030,F9275EG,4509427940,4509427940,IN,50,2021/10/07,,,F9275EG,,,-
1006519846000080,2007687487,000070,F9275ZZ,4509419352,4509419352,IN,50,2021/10/08,,,F9275ZZ,,,-
1006519846000110,2007687487,000100,F9341JS,4509419352,4509419352,IN,1000,2021/10/08,,,F9341JS,,,-
1006519846000130,2007687487,000120,F9920TS,4509419352,4509419352,IN,180,2021/10/08,,,F9920TS,,,-
1006400956000320,2007564121,000320,F9921TF,4509266868,4509266868,IN,90,2021/10/11,,,F9921TF,,,-
1006446082000030,2007691672,000010,F9900AU,4509423932,4509423932,IN,1200,2021/10/11,,,F9900AU,,,-
1006505234000010,2007661648,000010,F9300TE,4509386739,4509386739,IN,1000,2021/10/11,,,F9300TE,,,-
1006505234000030,2007661648,000030,F9900SF,4509386739,4509386739,IN,1200,2021/10/11,,,F9900SF,,,-
1006519318000030,2007674870,000030,F9921AH,4509403853,4509403853,IN,36,2021/10/11,,,F9921AH,,,-
1006519318000040,2007674870,000040,F9921TF,4509403853,4509403853,IN,90,2021/10/11,,,F9921TF,,,-
1006532433000040,2007689514,000030,F9913WG,4509420240,4509420240,IN,16,2021/10/11,,,F9913WG,,,-
1006532433000110,2007689514,000100,F9920LV,4509420240,4509420240,IN,240,2021/10/11,,,F9920LV,,,-
1006532433000120,2007689514,000110,F9920LV,4509420240,4509420240,IN,120,2021/10/11,,,F9920LV,,,-
1006532433000130,2007689514,000120,F9920TS,4509420240,4509420240,IN,180,2021/10/11,,,F9920TS,,,-
1006532433000160,2007689514,000150,F9900AC,4509420240,4509420240,IN,1200,2021/10/11,,,F9900AC,,,-
1006532433000190,2007689514,000180,F9341JS,4509420240,4509420240,IN,1000,2021/10/11,,,F9341JS,,,-
1006532433000210,2007689514,000200,F9900GE,4509420240,4509420240,IN,1000,2021/10/11,,,F9900GE,,,-
1006532433000260,2007689514,000250,F9913AL,4509420240,4509420240,IN,16,2021/10/11,,,F9913AL,,,-
1006550917000030,2007706762,000030,F9920TP,4509443363,4509443363,IN,180,2021/10/11,,,F9920TP,,,-
1006550917000040,2007706762,000040,D0114PB,4509443363,4509443363,IN,600,2021/10/11,,,D0114PB,,,-
4509402737000020,2007674393,000020,S9083PB,4509402737,4509402737,IN,5000,2021/10/11,,,S9083PB,,,4509405141-00010
4509402737000040,2007674393,000040,A1101JW,4509402737,4509402737,IN,1500,2021/10/11,,,A1101JW,2021/09/23,,4509405144-00010
1006432533000070,2007591556,000070,F9900AA,4509304386,4509304386,IN,1000,2021/10/12,,,F9900AA,,,-
1006538355000050,2007694675,000050,F9913AL,4509427940,4509427940,IN,64,2021/10/12,,,F9913AL,,,-
1006538355000060,2007694675,000060,F9913AL,4509427940,4509427940,IN,64,2021/10/12,,,F9913AL,,,-
1006538355000070,2007694675,000070,F9913AL,4509427940,4509427940,IN,64,2021/10/12,,,F9913AL,,,-
1006538355000080,2007694675,000080,F9913AL,4509427940,4509427940,IN,64,2021/10/12,,,F9913AL,,,-
1006538355000090,2007694675,000090,F9913AL,4509427940,4509427940,IN,64,2021/10/12,,,F9913AL,,,-
1006538355000100,2007694675,000100,F9913CA,4509427940,4509427940,IN,60,2021/10/12,,,F9913CA,,,-
1006538355000110,2007694675,000110,F9913CA,4509427940,4509427940,IN,60,2021/10/12,,,F9913CA,,,-
1006538355000120,2007694675,000120,F9913CA,4509427940,4509427940,IN,60,2021/10/12,,,F9913CA,,,-
1006538355000130,2007694675,000130,F9913CA,4509427940,4509427940,IN,60,2021/10/12,,,F9913CA,,,-
1006538355000140,2007694675,000140,F9913CA,4509427940,4509427940,IN,60,2021/10/12,,,F9913CA,,,-
1006538355000150,2007694675,000150,F9913CA,4509427940,4509427940,IN,60,2021/10/12,,,F9913CA,,,-
1006538355000160,2007694675,000160,F9913CS,4509427940,4509427940,IN,60,2021/10/12,,,F9913CS,,,-
1006538355000170,2007694675,000170,F9913CS,4509427940,4509427940,IN,60,2021/10/12,,,F9913CS,,,-
1006538355000180,2007694675,000180,F9913CS,4509427940,4509427940,IN,60,2021/10/12,,,F9913CS,,,-
1006538355000190,2007694675,000190,F9913CS,4509427940,4509427940,IN,60,2021/10/12,,,F9913CS,,,-
1006538355000200,2007694675,000200,F9913CS,4509427940,4509427940,IN,60,2021/10/12,,,F9913CS,,,-
1006538355000210,2007694675,000210,F9913CS,4509427940,4509427940,IN,30,2021/10/12,,,F9913CS,,,-
1006538355000270,2007694675,000270,F9920TS,4509427940,4509427940,IN,180,2021/10/12,,,F9920TS,,,-
1006538355000340,2007694675,000340,F9913TS,4509427940,4509427940,IN,660,2021/10/12,,,F9913TS,,,-
1006538355000350,2007694675,000350,F9913TS,4509427940,4509427940,IN,660,2021/10/12,,,F9913TS,,,-
1006554234000040,2007710212,000040,F9300AF,4509447649,4509447649,IN,1400,2021/10/12,,,F9300AF,,,-
1006436888000140,2007595709,000140,F9342YB,4509309681,4509309681,IN,3600,2021/10/13,,,F9342YB,2021/10/02,3600,4509317137-00010
1006436888000150,2007595709,000150,F9910LS,4509309681,4509309681,IN,1120,2021/10/13,,,F9910LS,,,-
1006558559000080,2007714819,000080,F9913QH,4509453163,4509453163,IN,240,2021/10/13,,,F9913QH,,,-
1006505234000060,2007661648,000060,F9900TB,4509386739,4509386739,IN,2016,2021/10/15,,,F9900TB,,,-
1006519846000010,2007687487,000010,F9341JA,4509419352,4509419352,IN,3000,2021/10/15,,,F9341JA,,,-
1006519846000090,2007687487,000080,F9340SB,4509419352,4509419352,IN,700,2021/10/15,,,F9340SB,,,-
1006519846000100,2007687487,000090,F9341JQ,4509419352,4509419352,IN,1000,2021/10/15,,,F9341JQ,,,-
1006410416000020,2007570113,000020,X9947QF,4509278529,4509278529,IN,100,2021/10/18,,,X9947QF,,,-
1006410416000060,2007691640,000010,F9920BX,4509423940,4509423940,IN,10,2021/10/18,,,F9920BX,,,-
1006449464000020,2007607043,000020,F9900AA,4509323098,4509323098,IN,1000,2021/10/18,,,F9900AA,,,4509329286-00010
1006532433000010,2007689514,000270,F9920LU,4509420240,4509420240,IN,60,2021/10/18,,,F9920LU,,,-
1006532433000100,2007689514,000090,F9920BQ,4509420240,4509420240,IN,180,2021/10/18,,,F9920BQ,,,-
1006532433000140,2007689514,000130,F9920BN,4509420240,4509420240,IN,180,2021/10/18,,,F9920BN,,,-
1006532433000170,2007689514,000160,F9340SB,4509420240,4509420240,IN,700,2021/10/18,,,F9340SB,,,-
1006532433000180,2007689514,000170,G9303NC,4509420240,4509420240,IN,1000,2021/10/18,,,G9303NC,,,-
1006550917000010,2007706762,000010,F9913RU,4509443363,4509443363,IN,16,2021/10/18,,,F9913RU,,,-
1006538355000280,2007694675,000280,F9913QH,4509427940,4509427940,IN,280,2021/09/21,2021/09/10,,F9913QH,,,-
1006538355000290,2007694675,000290,F9913QH,4509427940,4509427940,IN,280,2021/09/21,2021/09/10,,F9913QH,,,-
1006550917000100,2007706762,000100,F9920LV,4509443363,4509443363,IN,240,2021/10/18,,,F9920LV,,,-
1006565451000050,2007722253,000050,F9913QH,4509461935,4509461935,IN,280,2021/10/18,,,F9913QH,,,-
1006565451000060,2007722253,000060,F9913QH,4509461935,4509461935,IN,280,2021/10/18,,,F9913QH,,,-
1006538355000220,2007694675,000220,F9920BQ,4509427940,4509427940,IN,180,2021/10/19,,,F9920BQ,,,-
1006538355000230,2007694675,000230,F9920BQ,4509427940,4509427940,IN,180,2021/10/19,,,F9920BQ,,,-
1006538355000260,2007694675,000260,F9920BN,4509427940,4509427940,IN,180,2021/10/19,,,F9920BN,,,-
1006538355000320,2007694675,000320,F9913TA,4509427940,4509427940,IN,660,2021/10/19,,,F9913TA,,,-
1006538355000330,2007694675,000330,F9913TA,4509427940,4509427940,IN,660,2021/10/19,,,F9913TA,,,-
1006554234000010,2007710212,000010,F9275ZZ,4509447649,4509447649,IN,50,2021/10/19,,,F9275ZZ,,,-
1006554234000020,2007710212,000020,F9921VG,4509447649,4509447649,IN,30,2021/10/19,,,F9921VG,,,-
1006558559000010,2007714819,000010,F9913RV,4509453163,4509453163,IN,32,2021/10/20,,,F9913RV,,,-
1006558559000020,2007714819,000020,F9913RV,4509453163,4509453163,IN,32,2021/10/20,,,F9913RV,,,-
1006558559000030,2007714819,000030,F9913RV,4509453163,4509453163,IN,32,2021/10/20,,,F9913RV,,,-
1006558559000040,2007714819,000040,F9913VA,4509453163,4509453163,IN,60,2021/10/20,,,F9913VA,,,-
1006558559000050,2007714819,000050,F9913VA,4509453163,4509453163,IN,60,2021/10/20,,,F9913VA,,,-
1006558559000060,2007714819,000060,F9913VS,4509453163,4509453163,IN,60,2021/10/20,,,F9913VS,,,-
1006558559000070,2007714819,000070,F9913VS,4509453163,4509453163,IN,60,2021/10/20,,,F9913VS,,,-
1006558559000100,2007714819,000100,F9342NJ,4509453163,4509453163,IN,600,2021/10/20,,,F9342NJ,,,-
1006558559000110,2007714819,000110,F9920VS,4509453163,4509453163,IN,90,2021/10/20,,,F9920VS,,,-
1006519846000040,2007687487,000030,F9340WX,4509419352,4509419352,IN,10,2021/10/22,,,F9340WX,,,-
1006549580000010,2007705424,000010,F9341JE,4509441417,4509441417,IN,5000,2021/10/22,,,F9341JE,,,4509447768-00010
1006555513000020,2007711642,000020,F9900TM,4509449294,4509449294,IN,125,2021/10/22,,,F9900TM,,,-
1006555513000080,2007711642,000080,F9900SN,4509449294,4509449294,IN,800,2021/10/22,,,F9900SN,,,-
1006410416000080,2007570113,000080,F9921AE,4509278529,4509278529,IN,10,2021/10/25,,,F9921AE,,,-
1006469582000170,2007626994,000140,F9910LS,4509346069,4509346069,IN,1120,2021/10/25,,,F9910LS,,,-
1006532433000050,2007689514,000040,F9340WX,4509420240,4509420240,IN,10,2021/10/25,,,F9340WX,,,-
1006550917000020,2007706762,000020,F9920BQ,4509443363,4509443363,IN,180,2021/10/25,,,F9920BQ,,,-
1006550917000050,2007706762,000050,Y9308JY,4509443363,4509443363,IN,10000,2021/10/25,,,Y9308JY,,,4509447799-00010
1006550917000060,2007706762,000060,F9900RF,4509443363,4509443363,IN,1000,2021/10/25,,,F9900RF,,,-
1006550917000070,2007706762,000070,F9900RE,4509443363,4509443363,IN,1000,2021/10/25,,,F9900RE,,,-
1006550917000080,2007706762,000080,F9900RS,4509443363,4509443363,IN,1000,2021/10/25,,,F9900RS,,,-
1006555513000040,2007711642,000040,F9340XX,4509449294,4509449294,IN,375,2021/10/25,,,F9340XX,,,-
1006565451000030,2007722253,000030,F9913TS,4509461935,4509461935,IN,660,2021/10/25,,,F9913TS,,,-
1006565451000080,2007722253,000080,F9341JX,4509461935,4509461935,IN,10,2021/10/25,,,F9341JX,,,-
1006565451000090,2007722253,000090,C2001EC-11,4509461935,4509461935,IN,1,2021/10/25,,,C2001EC-11,,,-
1006554234000030,2007710212,000030,F9920BQ,4509447649,4509447649,IN,180,2021/10/26,,,F9920BQ,,,-
1006436888000160,2007595709,000160,F9341JZ,4509309681,4509309681,IN,1000,2021/10/27,,,F9341JZ,,,-
1006558559000090,2007714819,000090,F9920BN,4509453163,4509453163,IN,180,2021/10/27,,,F9920BN,,,-
1006491660000170,2007651957,000140,F9910LS,4509373735,4509373735,IN,1120,2021/10/28,,,F9910LS,,,-
1006410415000060,2007570111,000060,C2051FD-21,4509278528,4509278528,IN,1,2021/11/01,,,C2051FD-21,,,-
1006410415000070,2007570111,000070,F9299ZZ,4509278528,4509278528,IN,5,2021/11/01,,,F9299ZZ,,,-
1006555513000010,2007711642,000010,F9300TE,4509449294,4509449294,IN,625,2021/11/01,,,F9300TE,,,-
