SAP Linkage No,YHQ Sales Order No,Sales Order Item No,Item Entry Date,Order Type,P/O  No.,Qty,QIC Delivery Style,"Contractor
Corporate
ID","Estimated
FOB","Delivery
Customer
Id","End user
Country
Code","YHQ
Sales
Date
(On or about
Ship date)",Remarks,Ship Point,MS Code,Production Center,"Ship Point 
(ship from 
factory)",Order No,Item No,"Start
Manufacturing
Date","Instructed
Complete
Date","Complete
Date",Actual Date,"Current
Status"
1.01E+15,2008887383,40,06-03-2023,Y101,4510878146,1000,,L2Q00,31-03-2023,C2Q00004,IN,29-03-2023,,1022,D0114RB,YMG,5826,2008887410,20,06-03-2023,06-04-2023,20-03-2023,22-03-2023,Ship Out
1.01E+15,2008887383,50,06-03-2023,Y101,4510878146,32,,L2Q00,10-04-2023,C2Q00004,IN,31-03-2023,,1022,F9913RV,YMG,5826,2008887388,30,07-03-2023,06-04-2023,27-03-2023,27-03-2023,Ship Out
1.01E+15,2008887383,60,06-03-2023,Y101,4510878146,30,,L2Q00,31-03-2023,C2Q00004,IN,24-03-2023,,1022,F9913CA,YMG,5826,2008887388,40,07-03-2023,06-04-2023,16-03-2023,17-03-2023,Ship Out
1.01E+15,2008887383,70,06-03-2023,Y101,4510878146,1120,,L2Q00,26-05-2023,C2Q00004,IN,,,1022,F9910LS,YMG,5826,2008887389,10,07-03-2023,18-05-2023,,,
1.01E+15,2008896288,10,09-03-2023,Y101,4510889216,21,,L2Q00,04-04-2023,C2Q00004,IN,22-03-2023,,1022,F9900TD,YMG,5826,2008896305,10,10-03-2023,27-03-2023,15-03-2023,15-03-2023,Ship Out
1.01E+15,2008896288,20,09-03-2023,Y101,4510889216,700,,L2Q00,26-04-2023,C2Q00004,IN,,,1022,F9340SB,YMG,5826,2008896305,20,10-03-2023,18-04-2023,13-04-2023,13-04-2023,Ship Out
1.01E+15,2008896288,30,09-03-2023,Y101,4510889216,1000,,L2Q00,31-05-2023,C2Q00004,IN,,,1022,F9900AA,YMG,5826,2008896304,10,10-03-2023,23-05-2023,,,
1.01E+15,2008899204,20,10-03-2023,Y101,4510893330,600,,L2Q00,25-04-2023,C2Q00004,IN,14-04-2023,,1022,D0114PB,YMG,5826,2008899373,20,10-03-2023,17-04-2023,10-04-2023,11-04-2023,Ship Out
1.01E+15,2008899204,30,10-03-2023,Y101,4510893330,1000,,L2Q00,01-06-2023,C2Q00004,IN,,,1022,F9900AA,YMG,5826,2008899372,10,13-03-2023,24-05-2023,,,
1.01E+15,2008911025,10,16-03-2023,Y101,4510907178,600,,L2Q00,13-04-2023,C2Q00004,IN,07-04-2023,,1022,F9900SB,YMG,5826,2008911201,10,17-03-2023,11-04-2023,03-04-2023,03-04-2023,Ship Out
1.01E+15,2008911395,10,16-03-2023,Y101,4510907760,30,,L2Q00,10-04-2023,C2Q00004,IN,31-03-2023,,1022,F9913CA,YMG,5826,2008911289,10,17-03-2023,18-04-2023,27-03-2023,27-03-2023,Ship Out
1.01E+15,2008911395,20,16-03-2023,Y101,4510907760,420,,L2Q00,18-04-2023,C2Q00004,IN,12-04-2023,,1022,F9900SF,YMG,5826,2008911450,10,17-03-2023,25-04-2023,07-04-2023,07-04-2023,Ship Out
1.01E+15,2008911395,30,16-03-2023,Y101,4510907760,16,,L2Q00,18-04-2023,C2Q00004,IN,12-04-2023,,1022,F9913AL,YMG,5826,2008911289,20,17-03-2023,18-04-2023,06-04-2023,07-04-2023,Ship Out
1.01E+15,2008911395,40,16-03-2023,Y101,4510907760,16,,L2Q00,20-04-2023,C2Q00004,IN,14-04-2023,,1022,F9913AL,YMG,5826,2008911289,30,17-03-2023,18-04-2023,10-04-2023,10-04-2023,Ship Out
1.01E+15,2008911395,50,16-03-2023,Y101,4510907760,2000,,L2Q00,28-04-2023,C2Q00004,IN,,,1022,F9270BK,YMG,5826,2008911451,10,17-03-2023,25-04-2023,18-04-2023,18-04-2023,DIL
1.01E+15,2008911395,60,16-03-2023,Y101,4510907760,10000,,L2Q00,13-04-2023,C2Q00004,IN,07-04-2023,,1022,Y9308JY,YMG,5826,2008911451,20,17-03-2023,25-04-2023,27-03-2023,03-04-2023,Ship Out
1.01E+15,2008911395,80,16-03-2023,Y101,4510907760,1000,,L2Q00,10-04-2023,C2Q00004,IN,31-03-2023,,1022,F9270BJ,YMG,5826,2008911451,30,17-03-2023,11-04-2023,27-03-2023,28-03-2023,Ship Out
1.01E+15,2008911395,90,16-03-2023,Y101,4510907760,50,,L2Q00,28-04-2023,C2Q00004,IN,,,1022,F9275ZZ,YMG,5826,2008911451,40,17-03-2023,09-05-2023,14-04-2023,18-04-2023,DIL
1.01E+15,2008911395,100,16-03-2023,Y101,4510907760,1000,,L2Q00,10-04-2023,C2Q00004,IN,31-03-2023,,1022,F9270BJ,YMG,5826,2008911451,50,17-03-2023,11-04-2023,27-03-2023,28-03-2023,Ship Out
1.01E+15,2008911395,110,16-03-2023,Y101,4510907760,1000,,L2Q00,19-04-2023,C2Q00004,IN,14-04-2023,,1022,F9900RF,YMG,5826,2008911450,20,17-03-2023,25-04-2023,07-04-2023,10-04-2023,Ship Out
1.01E+15,2008911395,120,16-03-2023,Y101,4510907760,800,,L2Q00,09-05-2023,C2Q00004,IN,,,1009,F9900SN,YMG,5826,2008911451,60,17-03-2023,09-05-2023,,,
1.01E+15,2008911395,130,16-03-2023,Y101,4510907760,3000,,L2Q00,19-04-2023,C2Q00004,IN,14-04-2023,,1022,F9341JA,YMG,5826,2008911451,70,17-03-2023,25-04-2023,07-04-2023,10-04-2023,Ship Out
1.01E+15,2008915077,10,18-03-2023,Y101,4510911962,180,,L2Q00,11-05-2023,C2Q00004,IN,,,1022,F9920BN,YMG,5826,2008915026,10,20-03-2023,27-04-2023,,,
1.01E+15,2008911148,10,16-03-2023,Y101,4510907496,500,,L2Q00,19-04-2023,C2Q00004,IN,14-04-2023,,1022,D0114PB,YMG,5826,2008911277,10,16-03-2023,11-04-2023,10-04-2023,10-04-2023,Ship Out
1.01E+15,2008911148,20,16-03-2023,Y101,4510907496,1700,,L2Q00,20-04-2023,C2Q00004,IN,14-04-2023,,1022,F9900AC,YMG,5826,2008911273,10,17-03-2023,18-04-2023,10-04-2023,10-04-2023,Ship Out
1.01E+15,2008911148,30,16-03-2023,Y101,4510907496,100,,L2Q00,26-04-2023,C2Q00004,IN,14-04-2023,,1022,F9900GD,YMG,5826,2008911277,20,17-03-2023,18-04-2023,10-04-2023,11-04-2023,Ship Out
1.01E+15,2008915078,10,18-03-2023,Y101,4510911963,180,,L2Q00,11-05-2023,C2Q00004,IN,,,1022,F9920BQ,YMG,5826,2008915028,10,20-03-2023,27-04-2023,,,
1.01E+15,2008924987,10,23-03-2023,Y101,4510923476,12,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9340WX,YMG,5826,2008925115,10,27-03-2023,15-05-2023,,,
1.01E+15,2008924987,20,23-03-2023,Y101,4510923476,1000,,L2Q00,27-06-2023,C2Q00004,IN,,,1022,F9341JZ,YMG,5826,2008925116,10,24-03-2023,19-06-2023,,,
1.01E+15,2008924987,30,23-03-2023,Y101,4510923476,180,,L2Q00,16-05-2023,C2Q00004,IN,,,1022,F9920BQ,YMG,5826,2008925115,20,27-03-2023,08-05-2023,,,
1.01E+15,2008924987,40,23-03-2023,Y101,4510923476,360,,L2Q00,16-05-2023,C2Q00004,IN,,,1022,F9920BN,YMG,5826,2008925115,30,27-03-2023,08-05-2023,,,
1.01E+15,2008924987,50,23-03-2023,Y101,4510923476,150,,L2Q00,28-04-2023,C2Q00004,IN,,,1022,F9275ED,YMG,5826,2008925113,10,24-03-2023,26-04-2023,18-04-2023,18-04-2023,DIL
1.01E+15,2008924987,60,23-03-2023,Y101,4510923476,50,,L2Q00,27-04-2023,C2Q00004,IN,,,1022,F9275EF,YMG,5826,2008925116,20,24-03-2023,19-04-2023,10-04-2023,12-04-2023,Ship Out
1.01E+15,2008924987,70,23-03-2023,Y101,4510923476,1700,,L2Q00,09-05-2023,C2Q00004,IN,,,1022,F9900AC,YMG,5826,2008925115,40,27-03-2023,24-04-2023,13-04-2023,15-04-2023,Ship Out
1.01E+15,2008924987,80,23-03-2023,Y101,4510923476,1000,,L2Q00,16-05-2023,C2Q00004,IN,,,1022,F9940WF,YMG,5826,2008925113,20,24-03-2023,08-05-2023,,,
1.01E+15,2008924987,90,23-03-2023,Y101,4510923476,2000,,L2Q00,17-04-2023,C2Q00004,IN,07-04-2023,,1022,F9300AF,YMG,5826,2008925116,30,24-03-2023,24-04-2023,03-04-2023,04-04-2023,Ship Out
1.01E+15,2008924987,100,23-03-2023,Y101,4510923476,60,,L2Q00,18-04-2023,C2Q00004,IN,12-04-2023,,1022,F9913VS,YMG,5826,2008925115,50,27-03-2023,24-04-2023,05-04-2023,07-04-2023,Ship Out
1.01E+15,2008929848,10,25-03-2023,Y101,4510928555,500,,L2Q00,27-04-2023,C2Q00004,IN,,,1022,F9900RL,YMG,5826,2008929875,10,27-03-2023,19-04-2023,10-04-2023,12-04-2023,Ship Out
1.01E+15,2008929848,20,25-03-2023,Y101,4510928555,1000,,L2Q00,25-05-2023,C2Q00004,IN,,,1022,F9913MB,YMG,5826,2008929876,10,27-03-2023,17-05-2023,,,
1.01E+15,2008929848,30,25-03-2023,Y101,4510928555,1000,,L2Q00,18-04-2023,C2Q00004,IN,07-04-2023,,1022,F9913MA,YMG,5826,2008929876,20,25-03-2023,19-04-2023,04-04-2023,04-04-2023,Ship Out
1.01E+15,2008929848,40,25-03-2023,Y101,4510928555,16,,L2Q00,25-04-2023,C2Q00004,IN,,,1022,F9913AL,YMG,5826,2008929874,10,27-03-2023,26-04-2023,11-04-2023,13-04-2023,Ship Out
1.01E+15,2008929848,50,25-03-2023,Y101,4510928555,16,,L2Q00,25-04-2023,C2Q00004,IN,,,1022,F9913AL,YMG,5826,2008929874,20,27-03-2023,26-04-2023,12-04-2023,13-04-2023,Ship Out
1.01E+15,2008929848,60,25-03-2023,Y101,4510928555,1000,,L2Q00,28-04-2023,C2Q00004,IN,,,1022,F9900RS,YMG,5826,2008929876,30,27-03-2023,10-05-2023,17-04-2023,18-04-2023,DIL
1.01E+15,2008929848,70,25-03-2023,Y101,4510928555,2000,,L2Q00,28-04-2023,C2Q00004,IN,,,1022,G9303NC,YMG,5826,2008929875,20,27-03-2023,10-05-2023,18-04-2023,18-04-2023,DIL
1.01E+15,2008929848,80,25-03-2023,Y101,4510928555,6000,,L2Q00,25-05-2023,C2Q00004,IN,,,1022,F9900EA,YMG,5826,2008929875,30,27-03-2023,17-05-2023,,,
1.01E+15,2008929848,90,25-03-2023,Y101,4510928555,1000,,L2Q00,15-06-2023,C2Q00004,IN,,,1022,F9900AA,YMG,5826,2008929875,40,27-03-2023,07-06-2023,,,
1.01E+15,2008929848,100,25-03-2023,Y101,4510928555,700,,L2Q00,18-05-2023,C2Q00004,IN,,,1022,F9340SB,YMG,5826,2008929876,40,27-03-2023,10-05-2023,,,
1.01E+15,2008929848,110,25-03-2023,Y101,4510928555,600,,L2Q00,27-04-2023,C2Q00004,IN,,,1022,D0114PB,YMG,5826,2008929876,50,25-03-2023,19-04-2023,12-04-2023,12-04-2023,Ship Out
1.01E+15,2008929848,120,25-03-2023,Y101,4510928555,16,,L2Q00,18-04-2023,C2Q00004,IN,07-04-2023,,1022,F9913WH,YMG,5826,2008929874,30,27-03-2023,12-04-2023,29-03-2023,03-04-2023,Ship Out
1.01E+15,2008929848,130,25-03-2023,Y101,4510928555,16,,L2Q00,20-04-2023,C2Q00004,IN,14-04-2023,,1022,F9913WH,YMG,5826,2008929874,40,27-03-2023,12-04-2023,10-04-2023,10-04-2023,Ship Out
1.01E+15,2008929848,140,25-03-2023,Y101,4510928555,600,,L2Q00,11-05-2023,C2Q00004,IN,,,1022,F9342NJ,YMG,5826,2008929874,50,27-03-2023,26-04-2023,,,
1.01E+15,2008929933,10,25-03-2023,Y101,4510928681,4000,,L2Q00,18-05-2023,C2Q00004,IN,,,1022,F9900BA,YMG,5826,2008930035,10,27-03-2023,10-05-2023,,,
1.01E+15,2008932249,10,27-03-2023,Y101,4510931075,180,,L2Q00,18-05-2023,C2Q00004,IN,,,1022,F9920BQ,YMG,5826,2008932462,10,29-03-2023,10-05-2023,,,
1.01E+15,2008932249,20,27-03-2023,Y101,4510931075,2000,,L2Q00,11-05-2023,C2Q00004,IN,,,1022,F9300AF,YMG,5826,2008932463,10,28-03-2023,26-04-2023,18-04-2023,,Available
1.01E+15,2008932249,30,27-03-2023,Y101,4510931075,1120,,L2Q00,15-06-2023,C2Q00004,IN,,,1022,F9910LS,YMG,5826,2008932468,10,28-03-2023,07-06-2023,,,
1.01E+15,2008932249,40,27-03-2023,Y101,4510931075,600,,L2Q00,27-04-2023,C2Q00004,IN,,,1022,D0114PB,YMG,5826,2008932468,20,27-03-2023,19-04-2023,14-04-2023,14-04-2023,DIL
1.01E+15,2008932249,50,27-03-2023,Y101,4510931075,30,,L2Q00,21-04-2023,C2Q00004,IN,,,1022,F9913CA,YMG,5826,2008932462,20,28-03-2023,26-04-2023,05-04-2023,07-04-2023,Ship Out
1.01E+15,2008932249,60,27-03-2023,Y101,4510931075,500,,L2Q00,27-04-2023,C2Q00004,IN,,,1022,F9900RR,YMG,5826,2008932463,20,28-03-2023,19-04-2023,,,
1.01E+15,2008932249,70,27-03-2023,Y101,4510931075,24,,L2Q00,21-04-2023,C2Q00004,IN,,,1022,F9913SA,YMG,5826,2008932462,30,28-03-2023,13-04-2023,11-04-2023,12-04-2023,Ship Out
1.01E+15,2008932249,80,27-03-2023,Y101,4510931075,180,,L2Q00,18-05-2023,C2Q00004,IN,,,1022,F9920BN,YMG,5826,2008932462,40,29-03-2023,10-05-2023,,,
1.01E+15,2008932249,90,27-03-2023,Y101,4510931075,1700,,L2Q00,11-05-2023,C2Q00004,IN,,,1022,F9900AC,YMG,5826,2008932462,50,28-03-2023,26-04-2023,17-04-2023,,Available
1.01E+15,2008941687,10,29-03-2023,Y101,4510940639,1000,,L2Q00,22-05-2023,C2Q00004,IN,,,1022,F9900RS,YMG,5826,2008941788,10,30-03-2023,12-05-2023,18-04-2023,,Available
1.01E+15,2008941687,20,29-03-2023,Y101,4510940639,10,,L2Q00,05-06-2023,C2Q00004,IN,,,1022,F9350RS,YMG,5826,2008941788,20,30-03-2023,26-05-2023,,,
1.01E+15,2008941687,30,29-03-2023,Y101,4510940639,1000,,L2Q00,26-04-2023,C2Q00004,IN,,,1022,F9900SH,YMG,5826,2008941786,10,30-03-2023,28-04-2023,13-04-2023,14-04-2023,Ship Out
1.01E+15,2008941687,40,29-03-2023,Y101,4510940639,60,,L2Q00,15-05-2023,C2Q00004,IN,,,1022,F9913SE,YMG,5826,2008941787,10,30-03-2023,28-04-2023,,,
1.01E+15,2008941687,50,29-03-2023,Y101,4510940639,600,,L2Q00,15-05-2023,C2Q00004,IN,,,1022,F9342NJ,YMG,5826,2008941787,20,03-04-2023,28-04-2023,,,
1.01E+15,2008941687,60,29-03-2023,Y101,4510940639,16,,L2Q00,25-04-2023,C2Q00004,IN,,,1022,F9913AL,YMG,5826,2008941787,30,03-04-2023,17-04-2023,13-04-2023,13-04-2023,Ship Out
1.01E+15,2008941687,70,29-03-2023,Y101,4510940639,16,,L2Q00,15-05-2023,C2Q00004,IN,,,1022,F9913AL,YMG,5826,2008941787,40,03-04-2023,28-04-2023,17-04-2023,,Available
1.01E+15,2008941687,90,29-03-2023,Y101,4510940639,2000,,L2Q00,22-05-2023,C2Q00004,IN,,,1022,F9341JD,YMG,5826,2008941785,10,30-03-2023,12-05-2023,,,
1.01E+15,2008941687,100,29-03-2023,Y101,4510940639,600,,L2Q00,08-05-2023,C2Q00004,IN,,,1022,D0114PB,YMG,5826,2008941788,30,29-03-2023,21-04-2023,18-04-2023,,Available
1.01E+15,2008941687,110,29-03-2023,Y101,4510940639,2000,,L2Q00,22-05-2023,C2Q00004,IN,,,1022,F9341JQ,YMG,5826,2008941786,30,29-03-2023,12-05-2023,,,
1.01E+15,2008941687,120,29-03-2023,Y101,4510940639,16,,L2Q00,15-05-2023,C2Q00004,IN,,,1022,F9913AL,YMG,5826,2008941787,50,03-04-2023,28-04-2023,17-04-2023,,Available
1.01E+15,2008941687,130,29-03-2023,Y101,4510940639,10,,L2Q00,15-05-2023,C2Q00004,IN,,,1022,F9350EW,YMG,5826,2008941787,60,03-04-2023,28-04-2023,,,
1.01E+15,2008941687,140,29-03-2023,Y101,4510940639,10,,L2Q00,05-06-2023,C2Q00004,IN,,,1022,F9350ER,YMG,5826,2008941788,40,30-03-2023,26-05-2023,,,
1.01E+15,2008941687,150,29-03-2023,Y101,4510940639,10,,L2Q00,22-05-2023,C2Q00004,IN,,,1022,F9350KZ,YMG,5826,2008941788,50,30-03-2023,12-05-2023,18-04-2023,,Available
1.01E+15,2008941687,160,29-03-2023,Y101,4510940639,30,,L2Q00,21-04-2023,C2Q00004,IN,14-04-2023,,1022,F9913CS,YMG,5826,2008941787,70,03-04-2023,28-04-2023,11-04-2023,11-04-2023,Ship Out
1.01E+15,2008961084,10,06-04-2023,Y101,4510961634,1000,,L2Q00,26-05-2023,C2Q00004,IN,,,1022,F9341JE,YMG,5826,2008961218,10,06-04-2023,18-05-2023,,,
1.01E+15,2008961084,20,06-04-2023,Y101,4510961634,1000,,L2Q00,26-05-2023,C2Q00004,IN,,,1022,F9341JE,YMG,5826,2008961218,20,06-04-2023,18-05-2023,,,
1.01E+15,2008961084,30,06-04-2023,Y101,4510961634,1000,,L2Q00,26-05-2023,C2Q00004,IN,,,1022,F9341JE,YMG,5826,2008961218,30,06-04-2023,18-05-2023,,,
1.01E+15,2008961084,40,06-04-2023,Y101,4510961634,1000,,L2Q00,26-05-2023,C2Q00004,IN,,,1022,F9341JE,YMG,5826,2008961218,40,06-04-2023,18-05-2023,,,
1.01E+15,2008961084,50,06-04-2023,Y101,4510961634,1000,,L2Q00,26-05-2023,C2Q00004,IN,,,1022,F9341JE,YMG,5826,2008961218,50,06-04-2023,18-05-2023,,,
1.01E+15,2008949849,10,31-03-2023,Y101,4510948002,1000,,L2Q00,26-04-2023,C2Q00004,IN,14-04-2023,,1022,F9270BJ,YMG,5826,2008949936,10,03-04-2023,24-04-2023,10-04-2023,10-04-2023,Ship Out
1.01E+15,2008949849,20,31-03-2023,Y101,4510948002,180,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9920BQ,YMG,5826,2008949933,10,03-04-2023,15-05-2023,,,
1.01E+15,2008949849,30,31-03-2023,Y101,4510948002,600,,L2Q00,16-05-2023,C2Q00004,IN,,,1022,F9342NJ,YMG,5826,2008949933,20,03-04-2023,08-05-2023,,,
1.01E+15,2008949849,40,31-03-2023,Y101,4510948002,2000,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9270BK,YMG,5826,2008949936,20,03-04-2023,15-05-2023,,,
1.01E+15,2008949849,50,31-03-2023,Y101,4510948002,200,,L2Q00,16-05-2023,C2Q00004,IN,,,1022,F9900AU,YMG,5826,2008949933,30,03-04-2023,08-05-2023,,,
1.01E+15,2008949849,60,31-03-2023,Y101,4510948002,600,,L2Q00,26-04-2023,C2Q00004,IN,12-04-2023,,1022,F9900BC,YMG,5826,2008949934,10,03-04-2023,18-04-2023,05-04-2023,07-04-2023,Ship Out
1.01E+15,2008949849,80,31-03-2023,Y101,4510948002,3000,,L2Q00,26-04-2023,C2Q00004,IN,12-04-2023,,1022,F9273CZ,YMG,5826,2008949936,30,31-03-2023,15-05-2023,05-04-2023,07-04-2023,Ship Out
1.01E+15,2008949849,90,31-03-2023,Y101,4510948002,180,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9920BQ,YMG,5826,2008949933,50,03-04-2023,15-05-2023,,,
1.01E+15,2008949849,100,31-03-2023,Y101,4510948002,10000,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,G9330DB,YMG,5826,2008949932,10,31-03-2023,15-05-2023,,,
1.01E+15,2008949849,110,31-03-2023,Y101,4510948002,700,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9340SB,YMG,5826,2008949934,20,03-04-2023,15-05-2023,,,
1.01E+15,2008949849,120,31-03-2023,Y101,4510948002,1000,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9900RE,YMG,5826,2008949936,40,03-04-2023,15-05-2023,,,
1.01E+15,2008949849,130,31-03-2023,Y101,4510948002,10800,,L2Q00,23-10-2023,C2Q00004,IN,,,1022,A1462CC,YMG,5826,2008949936,50,03-04-2023,13-10-2023,,,
1.01E+15,2008959336,10,05-04-2023,Y101,4510959534,180,,L2Q00,18-05-2023,C2Q00004,IN,,,1022,F9920TT,YMG,5826,2008959385,10,06-04-2023,10-05-2023,,,
1.01E+15,2008953937,10,03-04-2023,Y101,4510953002,1700,,L2Q00,19-05-2023,C2Q00004,IN,,,1022,F9900AC,YMG,5826,2008960209,10,07-04-2023,11-05-2023,,,
1.01E+15,2008953937,20,03-04-2023,Y101,4510953002,600,,L2Q00,09-05-2023,C2Q00004,IN,,,1022,D0114PB,YMG,5826,2008954010,10,03-04-2023,24-04-2023,18-04-2023,,Available
1.01E+15,2008953937,30,03-04-2023,Y101,4510953002,700,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9340SB,YMG,5826,2008954010,20,04-04-2023,15-05-2023,,,
1.01E+15,2008953937,40,03-04-2023,Y101,4510953002,180,,L2Q00,26-05-2023,C2Q00004,IN,,,1022,F9920BN,YMG,5826,2008960209,20,07-04-2023,18-05-2023,,,
1.01E+15,2008956127,10,04-04-2023,Y101,4510956122,30,,L2Q00,17-05-2023,C2Q00012,IN,,,1022,F9341JP,YMG,5826,2008956237,10,04-04-2023,09-05-2023,18-04-2023,,Available
1.01E+15,2008956127,20,04-04-2023,Y101,4510956122,20,,L2Q00,17-05-2023,C2Q00012,IN,,,1022,F9340SD,YMG,5826,2008956240,10,05-04-2023,09-05-2023,18-04-2023,,Available
1.01E+15,2008956127,30,04-04-2023,Y101,4510956122,20,,L2Q00,10-05-2023,C2Q00012,IN,,,1022,D0114PB,YMG,5826,2008956240,20,04-04-2023,25-04-2023,,,
1.01E+15,2008956127,40,04-04-2023,Y101,4510956122,25,,L2Q00,07-06-2023,C2Q00012,IN,,,1022,F9270HE,YMG,5826,2008956240,30,04-04-2023,30-05-2023,,,
1.01E+15,2008956127,50,04-04-2023,Y101,4510956122,20,,L2Q00,26-04-2023,C2Q00012,IN,,,1022,D0114RZ,YMG,5826,2008956241,10,04-04-2023,18-04-2023,13-04-2023,13-04-2023,Ship Out
1.01E+15,2008956127,60,04-04-2023,Y101,4510956122,20,,L2Q00,17-05-2023,C2Q00012,IN,,,1022,F9340XX,YMG,5826,2008956241,20,05-04-2023,09-05-2023,18-04-2023,,Available
1.01E+15,2008956127,70,04-04-2023,Y101,4510956122,26,,L2Q00,25-04-2023,C2Q00012,IN,,,1009,F9900RP,YMG,5826,2008956236,10,05-04-2023,25-04-2023,,,
1.01E+15,2008956127,80,04-04-2023,Y101,4510956122,10,,L2Q00,07-06-2023,C2Q00012,IN,,,1022,F9340EM,YMG,5826,2008956237,20,06-04-2023,30-05-2023,,,
1.01E+15,2008956127,90,04-04-2023,Y101,4510956122,10,,L2Q00,19-04-2023,C2Q00012,IN,14-04-2023,,1022,F9275ED,YMG,5826,2008956240,40,05-04-2023,21-04-2023,10-04-2023,10-04-2023,Ship Out
1.01E+15,2008956127,100,04-04-2023,Y101,4510956122,20,,L2Q00,17-05-2023,C2Q00012,IN,,,1022,F9340XZ,YMG,5826,2008956241,30,05-04-2023,09-05-2023,,,
1.01E+15,2008958336,10,05-04-2023,Y101,4510958508,1120,,L2Q00,22-06-2023,C2Q00004,IN,,,1022,F9910LS,YMG,5826,2008958476,10,05-04-2023,14-06-2023,,,
1.01E+15,2008958336,20,05-04-2023,Y101,4510958508,180,,L2Q00,25-05-2023,C2Q00004,IN,,,1022,F9920BQ,YMG,5826,2008958475,10,06-04-2023,17-05-2023,,,
1.01E+15,2008958336,30,05-04-2023,Y101,4510958508,420,,L2Q00,25-05-2023,C2Q00004,IN,,,1022,F9900SF,YMG,5826,2008958476,20,06-04-2023,17-05-2023,,,
1.01E+15,2008958336,40,05-04-2023,Y101,4510958508,100,,L2Q00,25-05-2023,C2Q00004,IN,,,1022,F9940WG,YMG,5826,2008958472,10,06-04-2023,17-05-2023,,,
1.01E+15,2008958336,50,05-04-2023,Y101,4510958508,600,,L2Q00,18-05-2023,C2Q00004,IN,,,1022,F9342NJ,YMG,5826,2008958475,20,06-04-2023,10-05-2023,,,
1.01E+15,2008958336,60,05-04-2023,Y101,4510958508,180,,L2Q00,18-05-2023,C2Q00004,IN,,,1022,F9920TT,YMG,5826,2008958475,30,06-04-2023,10-05-2023,,,
1.01E+15,2008967112,10,10-04-2023,Y101,4510968635,180,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9920BQ,YMG,5826,2008967133,10,11-04-2023,22-05-2023,,,
1.01E+15,2008967112,20,10-04-2023,Y101,4510968635,180,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9920BN,YMG,5826,2008967133,20,11-04-2023,22-05-2023,,,
1.01E+15,2008967112,30,10-04-2023,Y101,4510968635,2000,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,G9303NC,YMG,5826,2008967137,10,11-04-2023,22-05-2023,,,
1.01E+15,2008967112,40,10-04-2023,Y101,4510968635,420,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9920LV,YMG,5826,2008967133,30,11-04-2023,15-05-2023,,,
1.01E+15,2008967112,50,10-04-2023,Y101,4510968635,1000,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9900RF,YMG,5826,2008967134,10,11-04-2023,22-05-2023,,,
1.01E+15,2008967112,60,10-04-2023,Y101,4510968635,1000,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9900RE,YMG,5826,2008967137,20,11-04-2023,22-05-2023,,,
1.01E+15,2008967112,70,10-04-2023,Y101,4510968635,700,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9340SB,YMG,5826,2008967134,20,11-04-2023,22-05-2023,,,
1.01E+15,2008967112,80,10-04-2023,Y101,4510968635,1000,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9900RS,YMG,5826,2008967134,30,11-04-2023,22-05-2023,,,
1.01E+15,2008967112,90,10-04-2023,Y101,4510968635,1000,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9900RS,YMG,5826,2008967134,40,11-04-2023,22-05-2023,,,
1.01E+15,2008967112,100,10-04-2023,Y101,4510968635,3000,,L2Q00,30-05-2023,C2Q00004,IN,,,1022,F9273CZ,YMG,5826,2008967137,30,10-04-2023,22-05-2023,14-04-2023,,Available
1.01E+15,2008967112,110,10-04-2023,Y101,4510968635,2400,,L2Q00,23-05-2023,C2Q00004,IN,,,1022,F9900SK,YMG,5826,2008967137,40,11-04-2023,15-05-2023,,,
1.01E+15,2008967112,120,10-04-2023,Y101,4510968635,1000,,L2Q00,27-06-2023,C2Q00004,IN,,,1022,F9900AA,YMG,5826,2008967137,50,11-04-2023,19-06-2023,,,
1.01E+15,2008967112,130,10-04-2023,Y101,4510968635,800,,L2Q00,29-05-2023,C2Q00004,IN,,,1009,F9900SN,YMG,5826,2008967137,60,11-04-2023,29-05-2023,,,
1.01E+15,2008968223,10,11-04-2023,Y101,4510970040,180,,L2Q00,24-05-2023,C2Q00004,IN,,,1022,F9920TT,YMG,5826,2008968155,10,11-04-2023,16-05-2023,,,
1.01E+15,2008968223,20,11-04-2023,Y101,4510970040,800,,L2Q00,30-05-2023,C2Q00004,IN,,,1009,F9900SN,YMG,5826,2008968156,10,11-04-2023,30-05-2023,,,
